1 1 0.400000000000000e+01 4.898587196589411e-16 0.000000000000000e+00 
1 2 3.988777628126956e+00 2.994211638376517e-01 0.000000000000000e+00 
1 3 3.792165352278842e+00 2.219375484785439e-01 0.000000000000000e+00 
2 1 3.955173483323053e+00 5.971622198516809e-01 0.000000000000000e+00 
2 2 3.898218925815725e+00 8.965986874918418e-01 0.000000000000000e+00 
2 3 3.718390671024739e+00 5.078551010536593e-01 0.000000000000000e+00 
3 1 3.718390671024739e+00 5.078551010536593e-01 0.000000000000000e+00 
3 2 3.988777628126956e+00 2.994211638376517e-01 0.000000000000000e+00 
3 3 3.955173483323053e+00 5.971622198516809e-01 0.000000000000000e+00 
4 1 3.718390671024739e+00 5.078551010536593e-01 0.000000000000000e+00 
4 2 3.792165352278842e+00 2.219375484785439e-01 0.000000000000000e+00 
4 3 3.988777628126956e+00 2.994211638376517e-01 0.000000000000000e+00 
5 1 3.766908117820734e+00 0.000000000000000e+00 0.000000000000000e+00 
5 2 0.400000000000000e+01 4.898587196589411e-16 0.000000000000000e+00 
5 3 3.792165352278842e+00 2.219375484785439e-01 0.000000000000000e+00 
6 1 3.820410183888149e+00 1.185101694726542e+00 0.000000000000000e+00 
6 2 3.721281598635592e+00 1.466991228213765e+00 0.000000000000000e+00 
6 3 3.578977227886584e+00 1.116890056541628e+00 0.000000000000000e+00 
7 1 3.898218925815725e+00 8.965986874918418e-01 0.000000000000000e+00 
7 2 3.820410183888149e+00 1.185101694726542e+00 0.000000000000000e+00 
7 3 3.578977227886584e+00 1.116890056541628e+00 0.000000000000000e+00 
8 1 3.721281598635592e+00 1.466991228213765e+00 0.000000000000000e+00 
8 2 3.602066437354856e+00 1.739286457396164e+00 0.000000000000000e+00 
8 3 3.411836312888734e+00 1.451388016215577e+00 0.000000000000000e+00 
9 1 3.411836312888734e+00 1.451388016215577e+00 0.000000000000000e+00 
9 2 3.578977227886584e+00 1.116890056541628e+00 0.000000000000000e+00 
9 3 3.721281598635592e+00 1.466991228213765e+00 0.000000000000000e+00 
10 1 3.898218925815725e+00 8.965986874918418e-01 0.000000000000000e+00 
10 2 3.578977227886584e+00 1.116890056541628e+00 0.000000000000000e+00 
10 3 3.512169682955268e+00 7.751619287832958e-01 0.000000000000000e+00 
11 1 3.512169682955268e+00 7.751619287832958e-01 0.000000000000000e+00 
11 2 3.718390671024739e+00 5.078551010536593e-01 0.000000000000000e+00 
11 3 3.898218925815725e+00 8.965986874918418e-01 0.000000000000000e+00 
12 1 3.792165352278842e+00 2.219375484785439e-01 0.000000000000000e+00 
12 2 3.718390671024739e+00 5.078551010536593e-01 0.000000000000000e+00 
12 3 3.468056981842029e+00 3.075743869403916e-01 0.000000000000000e+00 
13 1 3.468056981842029e+00 3.075743869403916e-01 0.000000000000000e+00 
13 2 3.718390671024739e+00 5.078551010536593e-01 0.000000000000000e+00 
13 3 3.512169682955268e+00 7.751619287832958e-01 0.000000000000000e+00 
14 1 3.484570898007948e+00 0.000000000000000e+00 0.000000000000000e+00 
14 2 3.468056981842029e+00 3.075743869403916e-01 0.000000000000000e+00 
14 3 3.194026121922909e+00 0.000000000000000e+00 0.000000000000000e+00 
15 1 3.468056981842029e+00 3.075743869403916e-01 0.000000000000000e+00 
15 2 3.766908117820734e+00 0.000000000000000e+00 0.000000000000000e+00 
15 3 3.792165352278842e+00 2.219375484785439e-01 0.000000000000000e+00 
16 1 3.766908117820734e+00 0.000000000000000e+00 0.000000000000000e+00 
16 2 3.468056981842029e+00 3.075743869403916e-01 0.000000000000000e+00 
16 3 3.484570898007948e+00 0.000000000000000e+00 0.000000000000000e+00 
17 1 3.462959551602387e+00 2.001976809047946e+00 0.000000000000000e+00 
17 2 3.303223708586282e+00 2.255817619186775e+00 0.000000000000000e+00 
17 3 3.143932624751122e+00 2.173619723199792e+00 0.000000000000000e+00 
18 1 3.123010715770206e+00 2.499360732104205e+00 0.000000000000000e+00 
18 2 3.143932624751122e+00 2.173619723199792e+00 0.000000000000000e+00 
18 3 3.303223708586282e+00 2.255817619186775e+00 0.000000000000000e+00 
19 1 3.512169682955268e+00 7.751619287832958e-01 0.000000000000000e+00 
19 2 3.578977227886584e+00 1.116890056541628e+00 0.000000000000000e+00 
19 3 3.282122160847330e+00 1.105417713553311e+00 0.000000000000000e+00 
20 1 3.282122160847330e+00 1.105417713553311e+00 0.000000000000000e+00 
20 2 3.578977227886584e+00 1.116890056541628e+00 0.000000000000000e+00 
20 3 3.411836312888734e+00 1.451388016215577e+00 0.000000000000000e+00 
21 1 3.462959551602387e+00 2.001976809047946e+00 0.000000000000000e+00 
21 2 3.143932624751122e+00 2.173619723199792e+00 0.000000000000000e+00 
