-8.365759474049383e-12 + 0.0im
9.791702171302319e-12 + 0.0im
-2.6647892226172587e-11 + 0.0im
-1.7658020878830172e-11 + 0.0im
-8.513842408852668e-12 + 0.0im
-2.549722932787546e-11 + 0.0im
3.7628407334455716e-12 + 0.0im
-5.775241396221986e-13 + 0.0im
-5.3684019035715735e-12 + 0.0im
4.514336821026532e-12 + 0.0im
-3.80407511046954e-12 + 0.0im
1.972498553381996e-11 + 0.0im
1.0969322672416126e-11 + 0.0im
-4.710856704726041e-12 + 0.0im
-2.0730552691139437e-13 + 0.0im
1.6227297283677444e-12 + 0.0im
1.2642109581406658e-12 + 0.0im
-1.8858005434996272e-13 + 0.0im
1.1074734879157333e-13 + 0.0im
-2.5404678360985145e-13 + 0.0im
-8.865408407388031e-13 + 0.0im
2.0686577451023425e-13 + 0.0im
-4.344508086617793e-11 + 0.0im
-1.0868766997518264e-10 + 0.0im
-6.219302156607043e-11 + 0.0im
-4.6894141347841867e-11 + 0.0im
8.656686478758502e-13 + 0.0im
2.1501689317915407e-12 + 0.0im
-2.5181818436026404e-12 + 0.0im
1.7641443861293737e-12 + 0.0im
-7.020013043090856e-12 + 0.0im
-6.479317082863645e-12 + 0.0im
-1.6496831678480817e-11 + 0.0im
-6.168753008406469e-12 + 0.0im
1.8339552099178036e-11 + 0.0im
3.881639454306196e-11 + 0.0im
5.1402382350573816e-11 + 0.0im
1.523065007447144e-11 + 0.0im
1.0443312881136535e-12 + 0.0im
-2.8673730056993918e-12 + 0.0im
-1.2260678583508877e-13 + 0.0im
1.0235839953409709e-12 + 0.0im
3.4124175707361815e-11 + 0.0im
5.699427041427896e-11 + 0.0im
2.0879409312613006e-11 + 0.0im
3.4278718752389636e-11 + 0.0im
1.4399939574083476e-13 + 0.0im
-4.471943648720611e-14 + 0.0im
8.765210779415611e-14 + 0.0im
1.1737832927849468e-13 + 0.0im
2.64552268980367e-13 + 0.0im
-4.696520949920568e-13 + 0.0im
-2.904620988175566e-13 + 0.0im
3.276129367790759e-13 + 0.0im
-1.5853984791647235e-13 + 0.0im
5.292988269900434e-14 + 0.0im
-6.399811236512676e-13 + 0.0im
-1.7209844660470708e-13 + 0.0im
-3.2115976544844216e-13 + 0.0im
6.03073146976385e-13 + 0.0im
3.8155589798805067e-13 + 0.0im
-3.946565296786275e-13 + 0.0im
-1.1218803663837207e-13 + 0.0im
-1.0574874309554616e-13 + 0.0im
4.79061235125755e-13 + 0.0im
-1.7891244041834398e-13 + 0.0im
1.4134526882259024e-13 + 0.0im
1.5737411374061594e-14 + 0.0im
-4.066469383445792e-13 + 0.0im
2.2563895196725525e-13 + 0.0im
6.030592691885772e-13 + 0.0im
-1.0124678873069115e-12 + 0.0im
1.3772316620475067e-13 + 0.0im
6.560724186144284e-13 + 0.0im
-6.85049239557145e-13 + 0.0im
4.046207813246383e-13 + 0.0im
-5.525579993559404e-13 + 0.0im
-7.315259509255156e-13 + 0.0im
-4.962141808562137e-13 + 0.0im
8.492373471113979e-13 + 0.0im
-5.271894032432556e-13 + 0.0im
-5.322409180053e-13 + 0.0im
-2.8164449938916647e-13 + 0.0im
3.0021818364645014e-13 + 0.0im
6.382394612813869e-13 + 0.0im
-4.1499963188140754e-13 + 0.0im
5.547298731478634e-13 + 0.0im
-1.5711321132982903e-12 + 0.0im
-4.517497487199762e-13 + 0.0im
5.889455589880299e-13 + 0.0im
-9.38692179541789e-12 + 0.0im
4.886642653023632e-11 + 0.0im
-2.938496668214441e-11 + 0.0im
-5.526440416403489e-12 + 0.0im
-5.866407359889081e-11 + 0.0im
-2.3854890285335273e-11 + 0.0im
-2.543631971718696e-11 + 0.0im
-5.730679819571094e-11 + 0.0im
2.6563751198693808e-12 + 0.0im
-2.1587440168779892e-11 + 0.0im
-5.15204545692427e-12 + 0.0im
4.628936123296512e-12 + 0.0im
-3.750184190964845e-12 + 0.0im
1.479077277322105e-12 + 0.0im
6.49942946684412e-12 + 0.0im
-4.777690396084999e-12 + 0.0im
4.845152057342261e-12 + 0.0im
-1.303480240411048e-11 + 0.0im
-7.657166567476281e-12 + 0.0im
5.187239526804888e-12 + 0.0im
1.4719100938087593e-11 + 0.0im
-5.8789535739567356e-12 + 0.0im
1.542649341601532e-11 + 0.0im
1.3448880897826143e-11 + 0.0im
4.675031195500168e-12 + 0.0im
3.3500563434429864e-12 + 0.0im
-2.989659301372294e-12 + 0.0im
5.930908542062241e-12 + 0.0im
-8.142181373571589e-12 + 0.0im
1.2601170107373605e-12 + 0.0im
7.610606589381064e-12 + 0.0im
-8.705661191932279e-12 + 0.0im
-4.712480405899555e-13 + 0.0im
-7.616875880023244e-13 + 0.0im
-1.8949009028546016e-12 + 0.0im
-6.443248712351135e-13 + 0.0im
-7.024394954591173e-12 + 0.0im
-5.432371219526999e-11 + 0.0im
-4.0318234861835833e-11 + 0.0im
-4.4172998592273416e-12 + 0.0im
-6.230516103045147e-12 + 0.0im
8.221145986198053e-12 + 0.0im
-1.1048217896103552e-11 + 0.0im
-3.4333924592289122e-12 + 0.0im
1.5359394311964536e-11 + 0.0im
-1.3500311979441904e-13 + 0.0im
4.2395809085604697e-11 + 0.0im
1.0341699718807718e-11 + 0.0im
-2.2327417692480367e-12 + 0.0im
3.852917984659143e-12 + 0.0im
2.1222190671466024e-12 + 0.0im
-2.2710444635976046e-12 + 0.0im
-4.252499741230764e-11 + 0.0im
8.436321086158216e-11 + 0.0im
2.7709102373707495e-11 + 0.0im
-4.1447595355847966e-11 + 0.0im
1.4060974606877608e-13 + 0.0im
5.267591918212133e-13 + 0.0im
2.647604357974842e-12 + 0.0im
1.896954815450158e-13 + 0.0im
-1.0612899448148028e-12 + 0.0im
2.3113594371793056e-12 + 0.0im
4.168887457467463e-14 + 0.0im
-1.0380654669184253e-12 + 0.0im
4.382327833951649e-13 + 0.0im
-1.1548123568516644e-12 + 0.0im
-3.0716540422304206e-12 + 0.0im
4.888589533180721e-13 + 0.0im
7.442796379208971e-13 + 0.0im
-1.744160371686121e-12 + 0.0im
