1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 0.0005678838355264182 1.060260863844996
1 0.0005674760509586377 3.1981307829634122
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 0.0005678838355264182 1.060260863844996
1 0.005670871361366954 0.04724497946757384
1 5.8360837449609466e-5 0.011032477282759858
2 0.0012499756190093496 0.016511510571511692
1 1.1950327646472444e-5 0.00035662600739321573
2 1.5418068772359452e-7 2.7085042025578624e-5
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 1.0086259460785755e-5 0.000249743201724265
2 1.0694469607619913e-7 2.0811526335559885e-5
3 1.833735585090607e-9 3.743285156584944e-7
1 9.93216731484957e-6 0.0008992910257653468
2 9.938980907590023e-7 0.0002435886247726689
3 1.4650936969040212e-7 1.526183839759685e-5
1 9.93216731484957e-6 0.0008992910257653468
2 9.938980907590023e-7 0.0002435886247726689
3 1.4650936969040212e-7 1.526183839759685e-5
1 9.93216731484957e-6 0.0008992910257653468
2 9.938980907590023e-7 0.0002435886247726689
